articles
a87;Harry Potter T1;LIV;AD;N;19;400
a88;Skateboard;EXT;AD;N;13;300
a89;Azul;SOC;AD;N;21;150
a90;Kit programmation;EVL;AD;N;16;350
a91;Les Trois Mousquetaires;LIV;AD;TB;8;300
a92;Kit chimie;EVL;AD;TB;19;550
a93;Manga One Piece T1;LIV;AD;N;12;350
a94;Dixit;SOC;AD;TB;22;350
a95;Télescope junior;EVL;AD;B;9;400
a96;Figurine manga;FIG;AD;B;10;300
a97;Manga Naruto T1;LIV;AD;TB;25;350
a98;Codenames;SOC;AD;N;16;300
a99;Kit Arduino;EVL;AD;N;9;100
a100;Kit robotique;EVL;AD;B;11;450

abonnes
s1;Emma;PE;SOC,FIG,CON,EXT,EVL,LIV
s2;Lucas;PE;CON,LIV,EXT,FIG,SOC,EVL
s3;Chloé;PE;FIG,CON,EVL,EXT,LIV,SOC
s4;Hugo;PE;FIG,LIV,EXT,SOC,CON,EVL
s5;Inès;PE;EXT,FIG,CON,SOC,LIV,EVL
s6;Léa;PE;EXT,SOC,EVL,CON,FIG,LIV
s7;Nathan;EN;LIV,SOC,EVL,FIG,EXT,CON
s8;Jade;EN;LIV,FIG,SOC,EXT,CON,EVL
s9;Tom;EN;CON,SOC,EXT,LIV,EVL,FIG
s10;Camille;EN;LIV,FIG,CON,EXT,EVL,SOC
s11;Mathis;EN;CON,LIV,FIG,SOC,EVL,EXT
s12;Sarah;EN;CON,FIG,EVL,LIV,SOC,EXT
s13;Julie;BB;SOC,EXT,LIV,CON,EVL,FIG
s14;Éric;BB;CON,EXT,FIG,SOC,EVL,LIV
s15;Marie;BB;FIG,EXT,LIV,CON,SOC,EVL
s16;Pierre;BB;CON,SOC,LIV,EXT,FIG,EVL
s17;Claire;AD;FIG,CON,LIV,EVL,EXT,SOC
s18;Denis;AD;EXT,LIV,EVL,CON,SOC,FIG
s19;Nadia;AD;FIG,EXT,EVL,LIV,SOC,CON
s20;Olivier;AD;CON,EXT,LIV,SOC,EVL,FIG

parametres
2000
